Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1423,50,RM,43.0,4160,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,RRAn,Norm,1Fam,2.5Unf,9,8,1976,1976,Gable,CompShg,ImStucc,CemntBd,Stone,1600.0,TA,Gd,BrkTil,Fa,TA,Gd,BLQ,586.3540918405887,Unf,1.0831453594604978,2500.0,3087.437237200049,GasA,Ex,Y,SBrkr,2082,513,42,2637,1,0,2,1,3,1,TA,6,Typ,0,Ex,CarPort,,Fin,2,83.6965053460321,Gd,Fa,Y,51,73,0,0,67,185,NA,NA,NA,343,8,2009,COD,Alloca,502303
1424,190,RL,73.0,6839,Pave,Grvl,IR1,Bnk,AllPub,Corner,Gtl,Timber,Artery,Norm,1Fam,SFoyer,4,7,1947,1959,Gable,CompShg,Stone,ImStucc,BrkFace,39.87389984195992,Gd,TA,CBlock,TA,TA,Av,Unf,259.3708877700029,Unf,6.57579819317994,972.4743550442038,1238.4210410073865,GasA,TA,Y,SBrkr,3124,320,0,3444,1,0,2,1,2,1,TA,6,Typ,0,Gd,NA,1985.0,Unf,1,143.10444709972313,Gd,TA,Y,110,34,58,10,44,90,Fa,NA,NA,0,7,2008,COD,Abnorml,378749
1425,90,RM,80.0,8988,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,PosA,Artery,1Fam,2.5Unf,6,6,1873,1968,Hip,CompShg,HdBoard,Wd Sdng,BrkFace,8.307736795893888,TA,Gd,BrkTil,Gd,Gd,No,Rec,1184.609765409094,Unf,1.2674743765401886,601.0043753927066,1786.8816151783408,GasA,Gd,Y,SBrkr,1756,922,49,2727,1,0,1,0,2,1,Gd,5,Min2,1,Ex,2Types,,NA,2,118.00959220913565,Po,NA,Y,18,276,33,0,40,0,NA,NA,NA,1210,2,2010,VWD,Abnorml,332965
1426,50,RL,83.0,4419,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,MeadowV,Norm,Norm,TwnhsE,1.5Fin,6,5,1937,1952,Shed,CompShg,BrkComm,ImStucc,None,126.42204461858653,TA,Fa,BrkTil,Gd,TA,No,NA,1330.7602120479787,LwQ,6.749621630200484,340.9576615824633,1678.4674952606424,GasA,Gd,N,SBrkr,1310,865,12,2187,1,0,2,1,1,1,Gd,7,Min1,4,Fa,Attchd,,NA,2,94.99571840507227,NA,Fa,Y,207,133,16,0,11,257,NA,NA,NA,223,3,2007,ConLw,AdjLand,366696
1427,60,RL,73.0,3724,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,TwnhsE,1.5Fin,8,6,1906,1976,Gable,CompShg,HdBoard,Plywood,None,32.78589171599742,Gd,Fa,PConc,Fa,Gd,No,BLQ,2500.0,Unf,36.0382695624551,265.42997972090814,2801.4682492833635,GasA,TA,Y,SBrkr,1848,698,153,2699,1,0,2,0,0,1,Gd,6,Typ,0,Ex,Detchd,,NA,2,366.9030683727878,Ex,TA,Y,264,104,97,0,190,149,NA,NA,NA,712,11,2010,ConLI,AdjLand,417286
1428,85,RM,56.0,4071,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,2Story,7,6,1925,1978,Gable,CompShg,MetalSd,Stone,BrkFace,1578.1387483750502,Gd,TA,PConc,TA,TA,Gd,NA,826.9364462840023,Unf,133.68103730572903,107.17202028092238,1067.7895038706538,GasA,Ex,Y,FuseF,2099,0,14,2113,1,0,3,1,3,1,TA,7,Typ,1,Fa,BuiltIn,1976.0,Fin,1,460.86781321571766,NA,NA,Y,48,221,98,2,10,0,Ex,NA,NA,564,6,2009,CWD,Alloca,332991
1429,45,C,75.0,3798,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,BrkSide,Norm,Norm,1Fam,SFoyer,7,8,1927,1982,Gable,CompShg,Plywood,Stone,BrkFace,58.137321646278785,Gd,Gd,PConc,Gd,TA,No,Rec,724.8267213037176,Unf,1.1253795350057438,369.41361557519775,1095.365716413921,GasA,Gd,Y,SBrkr,2706,1237,0,3943,0,0,1,1,2,1,TA,7,Typ,0,NA,CarPort,1952.0,Fin,2,176.98489696076774,Fa,NA,Y,948,119,467,0,105,95,NA,GdPrv,NA,130,5,2009,New,Family,444300
1430,160,RL,69.0,2582,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Artery,Feedr,1Fam,2Story,8,6,1966,1964,Gable,CompShg,AsbShng,Plywood,None,,Gd,Gd,PConc,TA,TA,Mn,BLQ,138.77130493381708,Unf,1.4980001790555242,156.10655374252303,296.3758588553957,GasA,TA,Y,SBrkr,1887,755,31,2673,1,0,2,1,4,1,Ex,6,Typ,0,NA,CarPort,1981.0,Unf,2,325.81737625294426,Fa,Fa,Y,31,88,172,0,189,0,NA,GdPrv,NA,538,11,2008,COD,Partial,367815
1431,30,FV,56.0,4828,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,Norm,TwnhsE,SLvl,7,6,1940,1981,Hip,CompShg,BrkFace,MetalSd,Stone,72.89355065099268,Gd,Gd,CBlock,Gd,TA,Av,Rec,220.44268631791053,Unf,19.023145387714067,35.6942090391703,275.1600407447949,GasA,Ex,N,SBrkr,995,2000,0,2995,1,0,3,0,4,1,Ex,7,Typ,0,Ex,Detchd,,RFn,1,293.78587388997596,Po,TA,Y,253,151,20,22,38,44,NA,NA,NA,0,11,2008,ConLI,Abnorml,380522
1432,85,RL,68.0,2067,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,RRAe,Norm,TwnhsE,2.5Fin,10,7,2010,1997,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,GLQ,574.3744782499663,Unf,20.212507667561297,2287.195654544464,2881.782640461992,GasA,TA,Y,SBrkr,803,992,0,1795,1,0,2,1,2,1,TA,6,Typ,0,Fa,Basment,2007.0,Fin,2,246.2049116982211,Po,Gd,Y,133,71,52,10,0,0,NA,GdWo,NA,1085,6,2009,Con,Abnorml,430783
1433,120,RL,49.0,5512,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,2,1953,2000,Gable,WdShake,AsbShng,VinylSd,BrkFace,17.277671334101278,TA,TA,CBlock,TA,Ex,Mn,NA,,Unf,22.271086794797583,120.66614845172205,2242.888758996342,GasA,Ex,Y,SBrkr,1165,622,0,1787,1,0,3,2,4,1,TA,8,Min1,1,Po,CarPort,,Fin,1,458.8498032936624,Fa,Po,Y,305,0,5,40,21,275,NA,NA,NA,0,6,2006,Oth,Partial,369840
1434,85,FV,67.0,5580,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,Gilbert,Artery,Norm,1Fam,SFoyer,8,6,1991,2000,Hip,CompShg,Plywood,HdBoard,BrkFace,10.671594426614044,Gd,Gd,CBlock,TA,TA,No,ALQ,2500.0,Unf,19.142214408303683,468.5369646472215,2987.679179055525,GasA,Ex,Y,SBrkr,1222,1344,454,3020,0,0,2,1,3,1,Ex,7,Typ,0,NA,BuiltIn,1948.0,Fin,2,817.579131343128,NA,Gd,Y,121,39,47,19,30,163,NA,NA,NA,664,2,2006,ConLD,AdjLand,503495
1435,20,FV,101.0,7250,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Feedr,Norm,1Fam,1.5Unf,8,6,1987,1980,Gable,CompShg,HdBoard,BrkComm,BrkFace,27.356115932690198,Gd,TA,PConc,Gd,TA,No,ALQ,1066.6106017114823,ALQ,12.144941520514527,924.878894148759,2003.6344373807558,GasA,Gd,Y,SBrkr,1060,1292,5,2357,0,0,1,0,4,1,Gd,5,Min2,2,Ex,Attchd,1911.0,Fin,3,400.9908797677243,TA,Fa,Y,505,194,0,12,19,72,NA,MnPrv,NA,316,8,2008,VWD,AdjLand,449367
1436,45,RL,86.0,7063,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,TwnhsE,1.5Unf,5,5,1872,1994,Gable,CompShg,BrkComm,CemntBd,None,39.31035469071585,TA,TA,CBlock,Gd,TA,Av,Unf,115.6167537604533,Unf,0.3261836551697571,2245.2013762461556,2361.1443136617786,GasA,Ex,Y,FuseF,1132,986,0,2118,0,0,2,0,4,1,Gd,7,Typ,0,NA,Attchd,,Unf,1,492.9752133587673,TA,Po,Y,243,123,16,0,4,0,NA,NA,NA,461,9,2010,ConLD,Abnorml,347177
1437,20,RL,127.0,3633,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,1.5Unf,5,2,1975,1984,Gable,CompShg,AsbShng,WdShing,BrkCmn,126.91065610983368,Gd,Gd,CBlock,Gd,Gd,No,Unf,86.20030209387573,Unf,0.8909693762957748,2019.3208964513717,2106.412167921543,GasA,Gd,Y,SBrkr,465,693,17,1175,0,1,2,1,4,1,Gd,4,Typ,1,Fa,CarPort,2008.0,Unf,2,144.64305412367693,TA,Gd,Y,1035,49,63,0,30,0,NA,NA,NA,424,6,2009,WD,Family,299602
1438,90,RL,45.0,1959,Pave,NA,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Feedr,Norm,2FmCon,SFoyer,6,6,1955,1974,Gable,CompShg,BrkComm,CBlock,BrkFace,142.19505318529121,TA,Gd,PConc,Gd,TA,Av,BLQ,150.57503669312774,Unf,17.163605786807153,113.90746824393288,281.64611072386776,GasA,Gd,Y,SBrkr,2372,1051,160,3583,0,0,1,1,2,1,Gd,5,Typ,1,Po,CarPort,1923.0,Fin,1,102.81764290880352,Ex,TA,Y,161,53,118,78,238,0,NA,MnPrv,NA,219,7,2007,Con,Abnorml,418426
1439,20,RL,90.0,4445,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Unf,6,7,1917,1961,Gable,CompShg,Wd Sdng,Stucco,BrkFace,55.29619978456379,Gd,TA,BrkTil,Gd,TA,No,Rec,484.067841668898,Unf,151.96348371029075,1022.1334839676788,1658.1648093468675,GasA,Gd,Y,SBrkr,790,601,143,1534,1,0,3,0,2,1,Fa,4,Typ,0,Po,NA,1928.0,NA,1,167.91464562550377,NA,Gd,Y,243,78,0,0,29,0,NA,NA,NA,286,3,2007,VWD,Alloca,310207
1440,50,RL,20.0,1678,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NridgHt,PosN,Norm,1Fam,1Story,5,5,1936,1963,Gambrel,CompShg,WdShing,VinylSd,None,21.466568399834145,Gd,Gd,BrkTil,TA,TA,No,GLQ,879.5584168196185,Unf,,55.05524253923574,942.1184184493383,Wall,TA,Y,SBrkr,1701,1924,44,3669,0,0,1,1,3,1,Gd,4,Min2,1,Ex,NA,1924.0,Fin,2,199.93319940258417,TA,TA,Y,1500,213,57,0,209,0,Fa,NA,NA,0,1,2006,ConLD,Alloca,466809
1441,60,RL,92.0,2942,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Feedr,Norm,TwnhsE,SLvl,6,4,1946,1976,Gable,CompShg,AsbShng,WdShing,BrkFace,85.55206475097152,Gd,TA,PConc,TA,TA,Av,LwQ,1121.001094491904,Unf,83.21974922082603,144.75423552091533,1348.9750792336454,GasA,Gd,N,SBrkr,1326,670,146,2142,0,0,1,0,3,1,Gd,5,Typ,0,Po,2Types,1922.0,Fin,2,431.60753930493905,Fa,Fa,Y,42,105,65,0,24,0,NA,NA,NA,278,4,2009,ConLD,Abnorml,379944
1442,50,FV,71.0,3589,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRAn,Norm,1Fam,SLvl,5,8,1980,1979,Gable,CompShg,Stucco,AsbShng,Stone,293.25309732029666,Gd,Fa,CBlock,Gd,TA,No,ALQ,2500.0,Rec,15.272726176977313,1138.0839379400118,3653.356664116989,GasA,Po,Y,SBrkr,1175,1317,30,2522,1,0,1,0,2,1,Gd,5,Min1,0,TA,CarPort,1957.0,Fin,2,191.70777657337288,NA,Gd,Y,120,0,21,29,89,104,NA,NA,NA,0,8,2007,Con,AdjLand,404222
1443,150,RL,74.0,5922,Pave,NA,IR2,HLS,AllPub,Inside,Gtl,Timber,RRAe,Norm,1Fam,SFoyer,6,7,1920,1992,Gable,CompShg,Plywood,Stucco,None,577.4195753090237,TA,Fa,CBlock,Gd,Gd,Av,ALQ,2500.0,Unf,4.201995950133873,186.23168151773308,2690.4336774678673,GasA,Gd,Y,SBrkr,1456,1131,21,2608,0,0,3,1,3,1,Gd,3,Typ,0,Fa,Basment,,RFn,2,470.2787587200555,TA,TA,Y,104,30,45,7,18,0,NA,GdWo,NA,504,7,2010,ConLD,Family,413841
1444,60,RL,43.0,2841,Pave,NA,IR1,Low,AllPub,Corner,Gtl,Somerst,RRNn,Norm,Duplex,1.5Unf,4,3,1941,1982,Gable,CompShg,Plywood,HdBoard,None,372.5322652970718,TA,TA,CBlock,Gd,Gd,No,Rec,334.7307030709299,Unf,0.05221188289124909,793.5332775429674,1128.3161924967885,GasA,Gd,Y,SBrkr,2000,617,305,2922,1,0,2,1,5,1,Gd,5,Typ,0,Po,Basment,,RFn,2,472.2361070259513,Ex,Ex,Y,146,113,68,0,19,0,NA,GdWo,NA,236,7,2008,WD,Normal,378447
1445,150,RL,39.0,3133,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,2.5Fin,5,7,1921,2000,Gable,CompShg,AsbShng,BrkComm,BrkFace,41.32557265466602,TA,Gd,CBlock,TA,Ex,No,LwQ,148.28958528494437,Unf,1.806805695415582,173.61841425164423,323.7148052320042,GasA,Ex,Y,SBrkr,1200,226,0,1426,1,0,2,0,3,1,TA,5,Typ,3,Po,CarPort,1954.0,Unf,2,207.1428049643565,Ex,Fa,Y,221,50,130,0,12,0,NA,GdPrv,NA,457,12,2006,ConLw,AdjLand,303776
1446,85,RL,105.0,2828,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,RRNn,Norm,Duplex,2Story,7,6,1985,1962,Gable,CompShg,BrkComm,BrkFace,Stone,163.31414138204963,TA,TA,PConc,Gd,TA,No,NA,324.04059459785765,Unf,429.4031332041585,40.36602279481176,793.8097505968279,GasA,Ex,Y,SBrkr,1394,1581,83,3058,1,0,4,1,1,1,Ex,6,Typ,1,Fa,Detchd,,RFn,2,365.3450134439899,Po,Ex,Y,238,207,0,0,45,95,NA,MnPrv,NA,1210,7,2009,ConLI,Abnorml,419755
1447,180,RL,81.0,3176,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,7,6,1873,1992,Gable,CompShg,Stone,BrkComm,None,64.16834419075144,Gd,Gd,CBlock,TA,Gd,No,BLQ,928.536323614754,Unf,76.58362666531998,2490.6444430530178,3495.764393333092,Floor,Gd,Y,SBrkr,873,546,0,1419,1,0,2,0,2,1,TA,7,Typ,0,Gd,Detchd,1990.0,Fin,2,146.7850833855803,NA,NA,Y,67,24,20,40,0,0,NA,GdWo,NA,286,5,2007,ConLw,Abnorml,358407
1448,40,RH,27.0,3617,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,StoneBr,PosA,Norm,1Fam,2.5Fin,10,2,2010,1958,Hip,CompShg,AsbShng,CBlock,BrkFace,4.916257930819012,Gd,Gd,CBlock,Gd,Gd,Mn,BLQ,65.61051558194228,Unf,3.137427817876177,294.49537585385883,363.24331925367727,GasA,Gd,Y,SBrkr,1352,823,0,2175,0,0,2,0,2,1,TA,8,Typ,1,Fa,Attchd,1923.0,NA,2,419.90457113718213,NA,NA,Y,962,583,386,1,189,0,NA,NA,NA,2763,4,2006,Oth,Alloca,444913
1449,50,RH,97.0,13497,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NWAmes,RRAe,Norm,1Fam,2.5Fin,5,7,1978,1973,Gable,CompShg,ImStucc,BrkFace,None,28.120767229361388,Gd,TA,CBlock,Gd,Gd,Av,ALQ,,Unf,,420.63492976779304,581.6605589926297,GasA,Ex,Y,SBrkr,3487,586,42,4115,1,1,2,1,3,1,TA,3,Sal,1,Ex,Detchd,1923.0,Unf,2,270.3975566335361,Po,NA,Y,195,126,32,0,87,146,NA,MnPrv,NA,257,3,2009,ConLD,Partial,447126
1450,160,C,56.0,4537,Pave,NA,Reg,Lvl,AllPub,Inside,Sev,Somerst,Artery,Norm,1Fam,1.5Fin,3,4,1954,1958,Hip,CompShg,HdBoard,Stone,None,72.03166524110854,Gd,TA,CBlock,Gd,Gd,Av,GLQ,2500.0,Unf,10.596665287289225,821.8680228027264,3332.464688090016,GasA,Gd,Y,SBrkr,1404,751,35,2190,0,0,1,1,4,1,Gd,5,Typ,2,NA,2Types,,Unf,2,196.95054286259503,Po,Po,Y,59,37,18,63,84,0,NA,NA,NA,877,3,2008,ConLI,Alloca,364817
1451,80,RL,113.0,5697,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1.5Unf,8,5,1910,1996,Gable,CompShg,ImStucc,CBlock,BrkFace,11.770322549160436,Gd,Gd,CBlock,TA,Gd,No,BLQ,2500.0,Unf,15.99207974978477,236.02686706916492,2752.0189468189496,GasA,Gd,Y,FuseA,1307,607,0,1914,0,0,1,0,4,1,Gd,7,Typ,0,Fa,CarPort,1967.0,Fin,2,306.8881105705635,Gd,Gd,Y,1500,78,500,16,147,122,NA,MnPrv,NA,1005,12,2007,Oth,Partial,422758
1452,150,RL,54.0,9341,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Feedr,Norm,TwnhsE,1Story,6,8,1931,1966,Gable,CompShg,Plywood,HdBoard,None,19.579491696712644,Gd,Gd,CBlock,TA,Gd,Mn,GLQ,1937.6339786142953,Unf,3.5762466210770913,2040.9158184863009,3982.1260437216733,GasA,Ex,Y,SBrkr,1019,1588,6,2613,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1998.0,RFn,2,227.13054593731022,Po,Fa,Y,690,73,195,28,119,145,NA,MnPrv,NA,212,5,2008,Con,AdjLand,417841
1453,90,RM,25.0,5701,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Feedr,Norm,1Fam,SFoyer,3,6,1997,1996,Gable,CompShg,HdBoard,CemntBd,None,31.42178091527101,TA,Gd,CBlock,TA,Gd,NA,Rec,962.0453504142324,Unf,6.518861644852535,124.88606592548608,1093.4502779845711,GasA,Ex,N,SBrkr,1081,1735,0,2816,1,0,1,0,3,1,Ex,3,Typ,1,Po,2Types,1920.0,RFn,4,127.27534398942981,Po,Fa,Y,460,141,22,8,21,0,NA,MnWw,NA,1085,9,2007,Con,Normal,413186
1454,180,RL,71.0,7796,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,9,6,1965,1979,Gable,CompShg,AsbShng,WdShing,None,31.477463911115855,Gd,Po,BrkTil,Gd,TA,Av,ALQ,303.2950151965968,Unf,4.6640008333129614,192.2000070863838,500.1590231162936,GasA,TA,Y,SBrkr,1749,270,0,2019,0,0,2,1,3,1,TA,5,Typ,1,Ex,NA,2006.0,RFn,1,156.7769670386281,Fa,Po,Y,59,410,40,12,0,163,NA,GdPrv,NA,899,8,2008,CWD,Alloca,363243
1455,45,RH,,3710,Pave,NA,IR1,Lvl,AllPub,Corner,Mod,Timber,PosA,Norm,Duplex,SLvl,7,6,1913,1975,Gable,CompShg,Stucco,MetalSd,BrkFace,441.97758887537327,Gd,TA,CBlock,Gd,TA,Av,GLQ,743.7060896132292,NA,8.24245563831051,710.7534252077833,1462.701970459323,GasA,Ex,Y,SBrkr,1248,1634,42,2924,0,0,2,1,3,1,TA,4,Typ,1,Po,NA,,Fin,0,474.0164289723273,TA,Gd,Y,288,0,18,0,0,85,NA,NA,NA,0,8,2006,WD,Abnorml,412878
1456,190,RL,44.0,6183,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,1Story,4,9,1999,1995,Hip,ClyTile,BrkComm,Wd Sdng,BrkFace,6.961385989755436,TA,Gd,BrkTil,Gd,TA,Av,NA,969.6516762913071,Unf,,80.10185302862564,1405.5132065166727,GasA,Gd,Y,SBrkr,1731,761,0,2492,1,0,2,0,3,1,Gd,8,Typ,1,Fa,Attchd,,RFn,1,144.11725619329678,NA,Fa,Y,296,61,123,20,0,0,NA,NA,NA,50,12,2008,VWD,Normal,370667
1457,50,RL,84.0,7444,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,2.5Unf,7,7,1904,1982,Gable,CompShg,Stone,ImStucc,Stone,7.178403369421037,Ex,Gd,CBlock,TA,Gd,No,NA,746.532742069299,Unf,0.07584271554845555,64.50657024350133,811.1151550283488,GasA,Gd,Y,SBrkr,2744,1095,0,3839,0,0,2,0,3,1,Gd,8,Typ,1,Fa,CarPort,2010.0,RFn,1,323.2776543047127,Gd,TA,P,47,224,10,20,29,0,NA,MnPrv,NA,0,2,2010,ConLI,Partial,423889
1458,30,FV,32.0,4379,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Artery,Norm,Twnhs,2.5Unf,8,5,1952,2004,Flat,CompShg,HdBoard,AsbShng,None,956.8601413885547,TA,Gd,PConc,Gd,Gd,Av,ALQ,53.11576317627615,Rec,29.040077922190555,268.1347483153402,350.29058941380686,GasA,Ex,Y,SBrkr,1244,0,305,1549,2,0,2,1,4,1,Gd,6,Typ,0,TA,Detchd,,NA,2,168.46526624077748,Fa,Ex,Y,482,0,72,24,47,0,NA,GdWo,NA,501,4,2006,Con,Alloca,332801
1459,75,RL,54.0,2626,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,TwnhsE,SFoyer,3,4,1987,1967,Gable,CompShg,WdShing,BrkFace,BrkFace,44.037882891655734,TA,Fa,CBlock,TA,Gd,Gd,NA,282.8907735419305,Unf,12.744516956252683,2500.0,2795.635290498183,GasA,TA,Y,SBrkr,1433,523,153,2109,0,0,1,1,5,1,TA,5,Mod,1,NA,BuiltIn,1953.0,Unf,2,112.300507478022,Po,Ex,Y,224,119,0,0,156,101,NA,GdWo,NA,219,2,2009,ConLD,AdjLand,361548
1460,180,RL,66.0,5022,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,1,6,1950,1965,Gable,Tar&Grv,BrkComm,Stone,BrkFace,835.8268156544215,Gd,Gd,CBlock,Gd,TA,No,GLQ,554.9959249024865,Unf,,1334.5341601397904,2144.7917315365403,GasA,Ex,Y,FuseF,1538,774,49,2361,0,0,3,1,5,1,Gd,7,Typ,1,TA,NA,,Unf,0,110.79074015314563,Po,TA,Y,22,116,0,8,0,0,NA,MnPrv,NA,664,12,2006,CWD,Normal,282232
1461,70,RL,,7521,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Feedr,Norm,1Fam,SFoyer,7,5,1926,1971,Gable,CompShg,AsbShng,ImStucc,None,22.699721564476842,TA,TA,PConc,TA,NA,Av,Rec,2500.0,Unf,27.37905159649977,54.15072706226365,2581.5297786587635,GasA,Ex,Y,SBrkr,1544,1681,143,3368,0,0,2,0,3,1,Gd,5,Typ,1,TA,Basment,,Unf,1,234.15007411528097,NA,Po,N,247,53,0,0,11,0,NA,GdPrv,NA,42,10,2009,COD,Abnorml,454667
1462,90,RL,66.0,3097,Pave,NA,IR1,Low,AllPub,Inside,Gtl,MeadowV,Norm,Norm,1Fam,1.5Fin,7,6,1887,1998,Hip,CompShg,CBlock,BrkFace,BrkFace,82.21648093170154,Gd,TA,PConc,Ex,TA,Av,ALQ,2500.0,Unf,194.96282170197904,141.59333997791435,2836.556161679893,GasA,Gd,Y,SBrkr,2322,489,0,2811,0,0,1,0,3,1,Gd,6,Min2,0,Gd,NA,,Fin,2,145.36904129879895,Fa,Gd,Y,141,66,24,0,20,0,NA,NA,NA,0,10,2009,CWD,Family,383054
1463,90,RH,82.0,3071,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1.5Unf,10,7,1975,1971,Gable,CompShg,HdBoard,BrkFace,BrkFace,,TA,TA,CBlock,TA,TA,No,Unf,1103.8126077975542,Unf,12.940603560035056,264.3522955678918,1381.105506925481,GasA,Ex,Y,SBrkr,849,906,0,1755,0,0,1,1,2,2,Gd,2,Typ,0,NA,BuiltIn,,Fin,1,200.97733165577034,TA,NA,Y,335,80,41,28,0,0,NA,NA,NA,0,8,2007,New,Partial,389344
1464,120,RL,45.0,5934,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,RRNn,Twnhs,1Story,7,8,1878,1999,Gable,CompShg,Wd Sdng,BrkFace,None,84.97103322586885,Gd,Gd,CBlock,Gd,TA,Av,LwQ,2500.0,Unf,11.414108028646803,39.90485843643612,2551.3189664650827,GasA,Ex,Y,FuseA,1296,1168,0,2464,0,0,2,0,3,1,Gd,10,Typ,1,NA,Detchd,,NA,2,317.0374473093459,Fa,Fa,Y,51,61,118,27,0,0,NA,GdPrv,Shed,696,4,2010,Con,Partial,372424
1465,120,RL,96.0,7834,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,SLvl,4,6,1939,1992,Gable,CompShg,BrkFace,BrkFace,None,177.6650520090874,TA,Gd,CBlock,Po,Gd,No,Unf,786.2606606780805,Unf,0.703972308458925,335.0252131648954,1121.989846151435,GasA,TA,Y,SBrkr,1275,915,39,2229,0,0,2,0,3,1,TA,4,Typ,0,Ex,Basment,1983.0,RFn,3,890.3982619788123,NA,Fa,Y,202,605,102,0,32,0,NA,NA,NA,317,9,2010,Con,Normal,334060
1466,150,RH,84.0,7264,Pave,NA,IR1,Lvl,AllPub,CulDSac,Mod,Mitchel,Artery,Norm,Twnhs,1.5Fin,3,5,1964,1986,Gable,CompShg,CemntBd,WdShing,None,34.84459932995857,TA,Gd,PConc,Gd,Gd,No,BLQ,113.07648646939465,Unf,65.59999663897908,198.79811918509017,377.47460229346393,GasA,Ex,Y,SBrkr,1413,474,0,1887,1,0,2,0,3,1,TA,4,Typ,1,Ex,BuiltIn,,RFn,2,301.37585595817893,NA,Fa,Y,425,143,45,173,74,311,NA,GdPrv,NA,457,10,2007,CWD,Family,291879
